Node,X coord,Y coord
533835,22.60312,57.24239
536491,24.05517,57.03285
536492,24.05512,57.03291
536493,24.05513,57.03297
536494,24.05518,57.03301
537367,25.2825,57.31723
538549,26.20154,56.83978
538550,26.20166,56.83977
538551,26.20179,56.83978
538552,26.20192,56.8398
538553,26.20204,56.83983
538554,26.20213,56.83986
538555,26.20222,56.8399
538556,26.2023,56.83995
541194,24.85521,57.16209
541421,26.50615,55.88939
542780,25.04972,57.86234
542781,25.04984,57.86241
542782,25.04994,57.86259
542783,25.04991,57.86271
544114,25.44569,56.64118
547083,25.27482,57.31304
548612,25.21649,56.25275
549381,22.60685,57.25824
549382,22.60675,57.25831
549383,22.60668,57.25839
549384,22.60662,57.25849
549385,22.60659,57.25859
550219,26.89971,56.17218
550220,26.89986,56.17221
550221,26.90004,56.17227
550222,26.9002,56.17235
550223,26.90029,56.17242
550592,25.30671,57.29909
551686,25.00168,56.60257
551687,25.00161,56.60261
551688,25.00154,56.60264
551689,25.00142,56.60267
551690,25.00132,56.60268
553438,24.85496,57.16202
553944,23.18347,56.97211
553945,23.18382,56.97239
558263,25.28254,57.31725
558264,25.28259,57.31728
558265,25.28261,57.31733
558266,25.28258,57.31738
558539,24.19168,56.9639
558540,24.19174,56.96392
558541,24.19176,56.96395
558542,24.19169,56.96435
558687,24.24137,56.98565
559680,27.29889,56.47586
560968,22.46977,56.64972
560969,22.46972,56.64974
560970,22.46967,56.64977
560971,22.46964,56.6498
563804,22.58512,57.23373
563805,22.58519,57.23378
564548,21.59389,57.39589
564549,21.59405,57.39588
564550,21.59413,57.39588
564551,21.59423,57.39589
564552,21.59436,57.39592
564553,21.59447,57.39596
564554,21.59455,57.39601
564555,21.5946,57.39607
564556,21.59462,57.39612
564557,21.59462,57.39616
569098,24.15035,57.02306
569099,24.15044,57.02313
569100,24.15051,57.02328
569101,24.15051,57.02337
570563,24.64458,57.11901
571828,24.08204,56.93549
571829,24.08265,56.93624
571911,26.57792,55.84808
571912,26.57875,55.84854
572925,24.24369,56.98815
572926,24.24361,56.9882
573374,21.05354,56.53832
574211,21.95674,56.96741
575691,27.29724,56.47686
575692,27.29726,56.47697
575693,27.29731,56.47708
575694,27.29738,56.47718
575695,27.29747,56.47728
575696,27.29758,56.47738
575697,27.29771,56.47747
575698,27.29786,56.47755
575699,27.29804,56.47762
575700,27.29824,56.47768
575701,27.29843,56.47772
575702,27.29863,56.47775
576520,25.35569,57.50504
576521,25.35908,57.50557
581228,21.58569,57.38689
581229,21.58563,57.38693
581230,21.58559,57.38697
581231,21.58557,57.38701
582949,25.87876,56.50143
582950,25.87881,56.50145
582951,25.87886,56.50148
582952,25.8789,56.50152
582953,25.87893,56.50156
582954,25.87895,56.50162
582955,25.87895,56.50167
583237,25.89853,57.4268
584586,25.25812,56.6085
584587,25.25816,56.60853
584588,25.2582,56.60857
584589,25.25822,56.60861
584590,25.25822,56.60865
584591,25.2582,56.60869
584592,25.25816,56.60873
585760,25.31795,57.31241
586217,24.19123,56.96113
586218,24.19113,56.96113
586219,24.19104,56.96115
586220,24.19096,56.96119
586221,24.19092,56.96122
586222,24.19089,56.96126
586223,24.19081,56.96155
586224,24.19082,56.96159
588060,24.30889,56.8577
588061,24.30896,56.85772
588062,24.30901,56.85775
588063,24.30906,56.85779
588064,24.30909,56.85784
589566,25.34691,57.51065
589567,25.3467,57.51074
589568,25.34642,57.51072
590053,24.27231,56.81351
590054,24.27223,56.81355
590930,24.20583,56.98384
590931,24.20594,56.98384
590932,24.20601,56.98386
593914,25.02876,57.86283
596085,25.30651,57.29901
596086,25.30633,57.29896
596087,25.30611,57.29892
596088,25.30584,57.29891
596089,25.30559,57.29893
596090,25.3054,57.29898
596091,25.30521,57.29909
596092,25.3051,57.2992
596093,25.30506,57.29931
596094,25.30506,57.29943
596095,25.3051,57.29957
596096,25.30517,57.29965
596097,25.30531,57.29976
596702,25.24243,57.3042
600267,21.97161,56.97161
605817,24.0208,56.9297
605818,24.02088,56.92971
606437,24.21051,56.95124
607613,21.01444,56.5466
607614,21.01453,56.5466
607615,21.01462,56.54663
607616,21.01472,56.54668
607617,21.0148,56.54674
609113,25.02928,57.86242
609114,25.02952,57.8625
613086,25.41887,57.54249
613087,25.41879,57.54257
613088,25.41877,57.54264
613089,25.41878,57.54273
614319,26.58064,55.84885
614320,26.58048,55.84886
617116,25.38596,57.54672
617778,24.94241,57.02099
617779,24.94233,57.02103
617780,24.94227,57.02108
617781,24.94222,57.02114
617782,24.94219,57.02121
617783,24.94219,57.02127
617784,24.94221,57.02133
617937,25.42589,57.53397
618190,23.7613,56.66051
624756,25.44967,57.50916
624757,25.4495,57.50915
624758,25.44935,57.50915
624759,25.44919,57.50916
625447,26.5127,55.87303
627070,25.4256,57.53386
627071,25.42567,57.53386
627072,25.42575,57.53387
627073,25.42581,57.53389
627074,25.42585,57.53391
627075,25.42587,57.53393
629450,24.19107,56.96387
629451,24.19104,56.96391
629452,24.19095,56.96425
629453,24.19096,56.9643
629454,24.19101,56.96434
629455,24.19109,56.96436
629456,24.19151,56.96439
630236,25.21743,56.25246
631067,25.25304,56.60122
631068,25.25315,56.60125
631069,25.25318,56.6013
631070,25.25316,56.60139
631071,25.2531,56.60143
631072,25.25299,56.60145
635969,24.81006,56.73228
635970,24.81013,56.73233
638704,27.67984,57.18612
638705,27.67997,57.186
638706,27.68019,57.18591
638707,27.68046,57.18587
638708,27.68072,57.18589
638709,27.68096,57.18596
638710,27.68112,57.18608
638711,27.6817,57.18673
641786,26.89984,56.17311
641787,26.89972,56.17313
642495,24.72428,57.51304
643148,22.47334,56.68246
643603,26.201,56.83999
646808,25.22742,56.50257
646923,24.2839,56.36019
646924,24.28383,56.36034
646925,24.28392,56.36048
653496,24.94328,57.02113
653497,24.9433,57.02122
653498,24.94328,57.0213
653499,24.94324,57.02137
653814,25.4504,57.50983
653815,25.45037,57.50989
653816,25.45032,57.50996
656456,27.68174,57.18702
656457,27.6816,57.18715
656458,27.68138,57.18723
656459,27.68112,57.18727
656460,27.68085,57.18725
657677,21.95679,56.96745
657678,21.95685,56.96748
657679,21.95692,56.9675
657680,21.957,56.96751
659788,25.22679,56.50301
659976,27.29725,56.47672
659977,27.29724,56.47679
660920,25.34636,57.51045
660921,25.34664,57.51036
660922,25.34691,57.51041
660923,25.34699,57.51052
662132,24.17736,56.40006
662784,23.11316,56.94961
662785,23.11326,56.94968
662786,23.11338,56.94974
663310,27.30041,56.54071
663311,27.30036,56.54073
663312,27.30029,56.54075
663313,27.30022,56.54076
663314,27.30014,56.54076
663396,24.05704,56.96576
663397,24.05715,56.9658
663398,24.05724,56.96582
663399,24.05735,56.96583
663400,24.05747,56.96583
663494,27.67223,57.18497
663495,27.67244,57.18526
663805,26.20485,56.85807
663806,26.20484,56.8581
663807,26.20482,56.85813
666040,25.41922,57.54243
666041,25.41911,57.54243
666042,25.41899,57.54245
666491,25.04917,57.86287
668757,26.90038,56.17262
669959,22.46972,56.65005
670441,23.92914,56.95293
671155,24.08356,56.93557
672199,24.32199,57.06862
672200,24.32201,57.06865
672201,24.32205,57.06867
672202,24.32212,57.06869
677999,24.15301,57.01436
679754,24.19085,56.96162
679755,24.19099,56.96169
679756,24.19107,56.96171
680777,25.44837,57.5097
681232,26.51997,55.87543
683218,27.15985,55.89977
683219,27.15973,55.89984
683220,27.15963,55.89991
683221,27.15958,55.9
683222,27.15959,55.9001
684235,25.8226,56.61854
685363,24.21062,56.95125
686660,25.44838,57.50979
686661,25.44841,57.50987
686662,25.44846,57.50994
690909,21.01454,56.54678
694979,24.14797,56.98485
694980,24.14783,56.98512
695781,24.71623,57.50173
696822,26.50366,55.86476
696823,26.50372,55.86479
696824,26.50376,55.86483
701022,25.21735,56.25259
701539,24.88829,57.1539
701540,24.88838,57.15394
701541,24.88846,57.15398
701542,24.88847,57.15402
701543,24.88846,57.15406
701544,24.88842,57.15408
703737,25.82224,56.61889
706006,24.09694,56.94368
707094,24.26936,57.00226
709080,24.1874,56.40693
709081,24.18731,56.40693
710437,26.89868,56.17282
710438,26.89877,56.17292
710439,26.8989,56.17301
710440,26.89906,56.17308
710441,26.89922,56.17312
713942,22.58516,57.23285
714582,24.59892,56.82406
714858,24.09616,56.94344
714859,24.09622,56.94349
714860,24.09629,56.94354
714861,24.09638,56.94359
714862,24.09647,56.94363
714863,24.09658,56.94366
715068,24.71665,57.50165
716051,24.21046,56.95125
716052,24.21043,56.95128
717227,22.46961,56.64985
717228,22.4696,56.64989
717229,22.4696,56.64993
717230,22.46962,56.64997
717424,26.00534,57.76623
717505,22.78921,57.03298
717568,21.59311,57.39602
717569,21.5932,57.39611
717570,21.5933,57.39619
717571,21.5934,57.39626
717572,21.59355,57.39632
718730,21.96552,56.97321
719201,27.73715,56.53018
720779,27.6805,57.18709
720780,27.68062,57.18718
723372,25.31857,57.31241
723801,25.3735,57.52334
726729,24.15105,57.00651
726956,21.59139,57.38984
726957,21.59141,57.38989
726958,21.59141,57.38994
726959,21.59138,57.38998
726960,21.59134,57.39001
727068,21.59129,57.39004
727069,21.59122,57.39006
727070,21.59116,57.39007
727071,21.59108,57.39008
729527,21.05354,56.53836
729528,21.05355,56.5384
729529,21.05358,56.53844
732311,25.82232,56.61894
732312,25.82243,56.61897
732313,25.82256,56.61899
732492,22.58538,57.23388
732493,22.58552,57.23394
732494,22.58567,57.23399
732495,22.5858,57.23402
732496,22.58592,57.23404
733144,24.34507,57.18491
733779,25.28244,57.31722
733780,25.28236,57.31723
733781,25.2823,57.31725
737225,25.21741,56.25251
737226,25.21738,56.25255
743439,22.81496,57.49063
743440,22.81496,57.49073
743903,27.67177,57.18506
744059,24.09707,56.91605
744060,24.09709,56.9161
745483,24.09651,56.91611
749770,25.34629,57.51059
749771,25.34631,57.51065
750718,22.47018,56.64972
750719,22.47026,56.64976
750720,22.47031,56.6498
750721,22.47034,56.64984
751417,21.98802,56.95676
752069,24.07229,56.97492
754768,24.0207,56.92952
755604,24.15281,57.01411
755605,24.15275,57.01416
755606,24.15273,57.01421
755865,25.41932,57.54287
758013,23.09084,56.93507
758014,23.09095,56.93509
758015,23.09104,56.93513
758016,23.09108,56.93517
758267,24.18763,56.40711
758268,24.18762,56.40715
758269,24.18759,56.40719
758271,24.24717,56.81204
758272,24.24719,56.8121
758273,24.24719,56.81217
758274,24.24718,56.81222
758275,24.24715,56.81228
758691,24.68611,57.11118
758692,24.68601,57.11124
758693,24.68583,57.11128
759983,24.72384,57.51304
760817,23.15571,56.96765
762788,23.72836,56.64098
762789,23.72838,56.64104
762790,23.72844,56.64116
762791,23.72849,56.64123
762792,23.72855,56.64129
764851,25.2173,56.25263
764852,25.21723,56.25267
764853,25.21713,56.25271
764854,25.21702,56.25274
764855,25.2169,56.25276
764856,25.21678,56.25277
765263,25.86081,56.51643
765264,25.86088,56.51642
765265,25.86096,56.51642
765266,25.86104,56.51643
765267,25.86113,56.51646
765268,25.86121,56.5165
767443,24.64642,57.11933
767444,24.64635,57.11939
767445,24.64626,57.11945
767446,24.64618,57.11949
767447,24.64602,57.11956
767448,24.64589,57.1196
767449,24.64577,57.11962
767450,24.64562,57.11963
767451,24.64543,57.11963
767488,24.24541,56.81201
767489,24.24539,56.81208
767490,24.24539,56.81214
767491,24.2454,56.8122
767537,25.41938,57.54245
767538,25.41949,57.54252
767539,25.41956,57.5426
767540,25.41958,57.54268
767541,25.41953,57.54275
767542,25.41944,57.54283
769904,21.98902,56.95707
773492,22.60826,57.25912
773493,22.60813,57.25916
773494,22.60799,57.25919
773495,22.60785,57.25921
773496,22.60767,57.25922
773657,22.59419,57.75498
773699,24.72459,57.51592
774180,23.92758,56.95245
774226,25.38618,57.54216
774227,25.38625,57.54219
774491,22.46994,56.64969
774492,22.47004,56.64969
774493,22.47011,56.6497
780186,24.27357,56.81433
780187,24.27344,56.81439
780222,26.89956,56.17217
780223,26.89938,56.17217
785230,24.34015,56.8723
787033,24.30665,57.00977
787034,24.30645,57.00973
787035,24.30625,57.0097
787036,24.30605,57.00969
787037,24.30591,57.00969
787038,24.30575,57.00971
787039,24.30562,57.00974
787040,24.3055,57.00978
787041,24.30541,57.00982
787042,24.3053,57.00989
787043,24.30523,57.00996
787044,24.30518,57.01004
787045,24.30515,57.01011
787046,24.30514,57.01019
787047,24.30516,57.01026
787048,24.3052,57.01034
787049,24.30532,57.01051
787050,24.30545,57.01067
787051,24.30559,57.01082
787052,24.30566,57.01089
787053,24.30577,57.01097
787054,24.3059,57.01104
787055,24.30606,57.0111
787056,24.30618,57.01113
787057,24.30632,57.01115
787058,24.30646,57.01116
787059,24.30658,57.01116
787060,24.30671,57.01115
787061,24.30685,57.01113
787062,24.30695,57.01111
787063,24.30705,57.01108
787064,24.30712,57.01105
787065,24.3072,57.01101
787066,24.30731,57.01094
787067,24.3074,57.01086
787068,24.30747,57.01077
787069,24.30753,57.01064
787111,25.7141,56.61836
787299,26.89865,56.17274
789006,24.06147,57.06449
789376,21.59077,57.38997
789377,21.59081,57.39001
789378,21.59086,57.39004
789379,21.59092,57.39006
789380,21.59098,57.39007
791130,24.32225,57.06851
791131,24.32231,57.06853
791132,24.32235,57.06856
791133,24.32236,57.0686
792564,26.58079,55.84883
798670,26.57925,55.84874
798671,26.57975,55.84887
800015,21.18948,56.53488
801040,21.95386,56.97699
802772,22.57877,57.24953
807153,23.92851,56.95308
807154,23.92806,56.95319
815581,24.1913,56.96116
815582,24.19132,56.96119
815583,24.19135,56.96123
815584,24.19136,56.96131
815585,24.19133,56.96163
815586,24.19129,56.96167
815587,24.19123,56.96171
815727,23.15554,56.96748
815728,23.1556,56.96749
815729,23.15566,56.96751
816729,24.08281,56.93614
821417,24.34528,57.18528
823568,26.52274,55.88766
823569,26.52269,55.88768
823570,26.52264,55.88771
826721,27.25298,57.1311
831611,25.82299,56.6188
831612,25.82296,56.61886
834679,24.05708,56.96537
835027,24.12335,56.9418
835028,24.12348,56.94183
835029,24.12359,56.94184
835030,24.12373,56.94183
835031,24.12383,56.9418
837651,24.32234,57.06863
837652,24.32231,57.06866
837653,24.32226,57.06868
837654,24.32219,57.06869
838391,24.20567,56.98407
838392,24.20581,56.98412
838752,23.16577,56.97033
838753,23.16573,56.97034
838960,25.41852,57.52088
841542,25.00129,56.60217
841543,25.00138,56.60218
841544,25.00149,56.6022
841545,25.00158,56.60223
842672,24.05702,56.9654
842673,24.05697,56.96544
842674,24.05693,56.96549
842675,24.05691,56.96554
842676,24.05691,56.96559
842677,24.05693,56.96565
842678,24.05697,56.9657
843151,25.41727,57.52016
843152,25.41694,57.52038
843153,25.41689,57.52052
843154,25.41695,57.52073
843155,25.41722,57.52092
843156,25.41745,57.521
843157,25.41796,57.52105
844617,26.5226,55.88775
844618,26.52258,55.8878
844619,26.52257,55.88785
844620,26.52259,55.8879
844621,26.52262,55.88794
844936,24.24169,56.98562
844937,24.24163,56.98563
845168,22.47284,56.68253
845810,24.07252,56.97485
845811,24.07257,56.97487
845812,24.07259,56.9749
846802,23.72919,56.64134
847038,25.69222,57.6268
847132,27.29899,56.47586
849336,27.29862,56.47588
849337,27.29839,56.47591
849338,27.2982,56.47595
849339,27.29803,56.47601
849340,27.29786,56.47608
849341,27.29772,56.47615
849342,27.2976,56.47623
849343,27.29748,56.47634
849344,27.29737,56.47647
849345,27.2973,56.47659
850895,25.25771,56.60875
850896,25.25779,56.60878
850897,25.25787,56.60879
850898,25.25795,56.60879
850899,25.25803,56.60878
850900,25.2581,56.60876
851157,25.25223,56.60092
851998,22.77043,57.03928
854195,25.4311,57.54422
855912,25.30575,57.2999
855913,25.30617,57.29996
855914,25.30665,57.29999
855915,25.30691,57.29998
857346,24.68467,57.10978
857347,24.68453,57.10978
857348,24.68439,57.10982
857349,24.68434,57.10991
857350,24.68449,57.11084
857351,24.68466,57.11098
857584,24.64601,57.11944
860678,25.40529,57.54263
863093,25.22731,56.50258
863094,25.2272,56.5026
863095,25.22708,56.50264
863096,25.22699,56.50268
863097,25.22692,56.50273
863098,25.22686,56.50279
863099,25.22683,56.50284
863100,25.22681,56.50289
863101,25.22679,56.50296
864008,22.47742,56.66327
864009,22.47747,56.66329
864010,22.47752,56.66331
869329,26.19585,56.8466
869330,26.19593,56.84664
869331,26.19601,56.84669
869332,26.19605,56.84673
869333,26.19606,56.84678
869334,26.19604,56.84684
869335,26.19599,56.84689
869336,26.19591,56.84692
869337,26.19579,56.84692
873836,24.1529,57.01435
874336,25.04882,57.86272
874337,25.04903,57.86283
874534,22.47035,56.64989
874535,22.47034,56.64994
874536,22.47031,56.64999
875116,25.2268,56.50308
875117,25.22682,56.50315
875118,25.22685,56.50321
875119,25.22688,56.50327
875120,25.22694,56.50335
876218,25.27469,57.31338
879160,23.62029,56.96007
879361,23.15548,56.96748
879362,23.15541,56.96749
879363,23.15536,56.96751
880390,26.51942,55.87542
880391,26.5194,55.87547
880392,26.5194,55.87551
880393,26.51942,55.87555
880394,26.51946,55.87559
880395,26.51951,55.87562
881916,27.41909,56.68699
881917,27.42011,56.6876
881918,27.42036,56.6882
881919,27.42041,56.68881
881920,27.42016,56.68951
881921,27.41907,56.69011
881922,27.41703,56.69111
881923,27.41588,56.69153
882127,21.98827,56.95677
882128,21.9885,56.95681
882129,21.9887,56.95687
882130,21.9889,56.95698
885932,25.82237,56.61857
885933,25.82228,56.61861
885934,25.82221,56.61867
885935,25.82218,56.61873
885996,25.8986,57.42698
888230,23.18388,56.97254
888231,23.18377,56.97276
888232,23.18361,56.97284
888233,23.18312,56.97294
890120,26.50626,55.88927
890121,26.50625,55.8893
890122,26.50623,55.88933
890123,26.5062,55.88936
891342,25.45016,57.51009
891343,25.45003,57.51015
891344,25.44992,57.51019
892442,21.97157,56.97166
892789,26.5061,55.88941
892790,26.50606,55.88942
892791,26.506,55.88943
892902,27.73738,56.5302
895400,24.03959,56.83402
895401,24.04002,56.83429
899162,24.2057,56.98389
899163,24.20563,56.98396
899851,25.40571,57.53615
901545,25.87154,56.49321
904638,24.20563,56.98402
904879,22.47742,56.66353
904880,22.47735,56.66354
904881,22.47726,56.66354
904989,26.19555,56.84677
904990,26.19558,56.84683
904991,26.19563,56.84688
904992,26.19571,56.84691
907079,24.14776,56.9852
907080,24.1477,56.98526
907081,24.14763,56.98531
907082,24.14755,56.98535
907083,24.14746,56.98538
907609,25.02831,57.86287
908373,23.16542,56.97017
908374,23.1654,56.9702
909680,27.30044,56.54048
909681,27.30048,56.54052
909682,27.3005,56.54056
909683,27.3005,56.54061
909684,27.30048,56.54065
909685,27.30044,56.54069
909951,23.9275,56.95221
913392,25.86071,56.51646
913393,25.86062,56.5165
913394,25.86058,56.51654
913395,25.86056,56.51658
913552,26.5816,55.84872
913553,26.58179,55.84865
913554,26.58197,55.84852
913555,26.58207,55.84835
913556,26.58206,55.84826
913557,26.58199,55.84817
913558,26.58176,55.84803
913559,26.58133,55.84795
913560,26.58094,55.84795
913561,26.58083,55.84798
913562,26.58072,55.84807
913563,26.58057,55.84834
913748,21.5937,57.39636
913749,21.59391,57.3964
917491,26.50615,55.88916
917492,26.50619,55.88918
917493,26.50623,55.88921
917494,26.50625,55.88924
917601,25.41952,57.54249
917602,25.41961,57.54253
917603,25.41968,57.54259
918464,22.60784,57.25806
918465,22.60799,57.25808
918466,22.60812,57.25811
922106,25.87615,56.49395
922107,25.87607,56.49398
922108,25.87601,56.49402
922414,22.60326,57.24266
922415,22.60323,57.24271
922416,22.60317,57.24276
922417,22.60309,57.24279
922418,22.6029,57.2428
923138,27.30055,56.4772
923139,27.30049,56.47728
923140,27.30038,56.47738
923141,27.30025,56.47747
923142,27.30012,56.47754
923143,27.29997,56.4776
923144,27.29982,56.47765
923145,27.29964,56.47769
923146,27.29948,56.47772
923147,27.29931,56.47774
923735,25.90137,56.49715
925122,21.98783,56.9581
926704,21.98846,56.95805
926705,21.98826,56.95808
926706,21.98805,56.9581
932150,25.31861,57.31236
934327,25.42285,57.53796
934328,25.42281,57.53798
934329,25.42278,57.53801
938761,25.86067,56.51678
938762,25.86072,56.5168
938763,25.8608,56.51682
938764,25.86087,56.51683
938765,25.86094,56.51683
938766,25.86101,56.51682
939117,25.42285,57.53812
939118,25.42291,57.53813
939354,25.04975,57.86279
939355,25.04945,57.86286
941883,22.47708,56.66345
942393,26.2066,56.85051
944348,27.41653,56.68821
944467,25.02957,57.86264
944468,25.02939,57.86276
950422,25.88476,56.48807
950707,24.04063,56.83367
950708,24.04087,56.83364
950709,24.04108,56.83362
950710,24.04127,56.83362
950711,24.04146,56.83365
950712,24.04164,56.8337
950713,24.04177,56.83376
950714,24.04186,56.83383
950715,24.04192,56.83392
950716,24.04195,56.83402
950717,24.04193,56.83411
950718,24.04188,56.83419
950719,24.0418,56.83426
950720,24.04166,56.83434
950721,24.0415,56.8344
950722,24.04134,56.83444
950723,24.04117,56.83447
950724,24.041,56.83448
950725,24.04083,56.83447
950726,24.04063,56.83444
950727,24.04041,56.83439
951613,23.17321,56.96747
952428,25.21614,56.25235
952429,25.21613,56.25242
952430,25.21614,56.25248
952431,25.21617,56.25255
952432,25.21623,56.25262
952433,25.21632,56.25268
952434,25.21641,56.25272
960572,24.09655,56.91602
960573,24.09662,56.91598
960574,24.0967,56.91596
960575,24.09677,56.91595
960576,24.09685,56.91595
960577,24.09694,56.91597
960578,24.09701,56.916
961001,25.04955,57.86227
961825,23.57316,56.35905
962485,22.77035,57.03933
962613,21.59403,57.39641
967137,24.09652,56.91606
969310,26.74527,57.17851
969311,26.74557,57.17863
972020,24.15005,57.05871
972021,24.14993,57.05888
972022,24.14982,57.05897
972023,24.14918,57.05913
972024,24.14858,57.05923
972025,24.14813,57.05925
972026,24.14798,57.05924
972027,24.14779,57.05922
972028,24.14774,57.0592
976070,24.19945,56.40527
976071,24.19942,56.40534
976072,24.19941,56.40542
976073,24.19942,56.40551
976847,25.38611,57.52831
977254,26.90035,56.17251
977489,24.08221,56.93537
978637,26.20682,56.85059
981016,25.40481,57.54265
981859,24.15301,57.01406
981860,24.15312,57.01408
984818,25.25807,56.60848
984819,25.25802,56.60847
984820,25.25794,56.60846
984821,25.25787,56.60846
984822,25.25779,56.60847
984823,25.25773,56.60849
985729,22.47711,56.66348
985730,22.47714,56.6635
985731,22.47719,56.66352
987024,24.09706,56.91618
989233,25.44983,57.50919
989234,25.44999,57.50924
989235,25.45011,57.5093
989851,25.4307,57.54436
990910,25.44845,57.50949
990911,25.44841,57.50955
990912,25.44838,57.50962
993183,26.50577,55.88918
993184,26.50573,55.88922
993185,26.50571,55.88926
993186,26.50571,55.8893
994458,25.40527,57.54281
994976,24.15321,57.01432
994977,24.15312,57.01435
995130,21.58329,56.43887
995462,21.59076,57.3899
995463,21.59076,57.38993
998432,23.7508,56.62943
1000632,25.86125,56.51654
1000633,25.86127,56.51659
1000634,25.86127,56.51664
1001706,26.52274,55.88802
1003413,26.92261,56.55006
1004372,26.69174,57.53927
1004442,23.76117,56.66068
1008215,26.51958,55.87564
1008216,26.51964,55.87565
1014184,23.72916,56.64072
1014185,23.72922,56.64077
1014186,23.72927,56.64084
1014187,23.72931,56.64091
1014188,23.72935,56.641
1014997,21.18953,56.53464
1017350,25.69215,57.62701
1018645,26.20484,56.85801
1018646,26.20485,56.85804
1020008,22.47277,56.68147
1020009,22.47258,56.68149
1027734,24.33712,56.85675
1030343,23.15566,56.96768
1030344,23.1556,56.9677
1031016,23.75434,56.62913
1031017,23.75442,56.62925
1031018,23.75447,56.62936
1031019,23.75449,56.62947
1031020,23.75449,56.62957
1031021,23.75447,56.62967
1032717,26.2065,56.85069
1032718,26.20655,56.85071
1032719,26.20661,56.85072
1032720,26.20666,56.85072
1032721,26.20672,56.85071
1034251,25.38732,57.5462
1034252,25.38754,57.54625
1034253,25.38771,57.54631
1034254,25.38785,57.54639
1034255,25.38795,57.54648
1035167,24.88823,57.15404
1035168,24.88827,57.15407
1035169,24.88835,57.15409
1035872,24.30762,57.00948
1041216,27.25275,57.13111
1042191,24.33724,56.85689
1042395,25.41771,57.52009
1042396,25.41792,57.52012
1042397,25.41815,57.52015
1042398,25.4183,57.52021
1042399,25.4184,57.52029
1042400,25.41851,57.52039
1042401,25.41858,57.52056
1042691,21.98912,56.95717
1042692,21.98919,56.95729
1043435,24.14123,56.95566
1043436,24.14126,56.95572
1043437,24.14125,56.95583
1043438,24.14122,56.95588
1043439,24.14109,56.95597
1044898,27.34574,56.51828
1044899,27.34588,56.51827
1044900,27.34607,56.51829
1044901,27.34622,56.51832
1046530,25.85815,56.51515
1046531,25.85811,56.5152
1046532,25.85806,56.51524
1046613,24.24665,56.81259
1046614,24.24654,56.81261
1046615,24.24645,56.81262
1046616,24.24635,56.81263
1046617,24.24623,56.81263
1046618,24.24612,56.81262
1047772,21.58733,57.38468
1047919,24.11313,56.96916
1047920,24.11312,56.96921
1050154,27.67987,57.18641
1050155,27.68045,57.18706
1052850,25.31856,57.31216
1056697,25.35834,57.50338
1056698,25.3593,57.50365
1056699,25.36001,57.504
1056700,25.36024,57.50439
1056701,25.36014,57.50468
1058364,24.27881,57.00066
1059614,23.92981,56.95287
1059615,23.93013,56.95285
1059616,23.93039,56.95284
1059617,23.93059,56.95285
1059618,23.93076,56.95287
1059619,23.93096,56.95291
1059620,23.93113,56.95296
1059621,23.9313,56.95303
1059622,23.93146,56.95311
1059623,23.93158,56.95319
1059914,27.29928,56.47587
1059915,27.29946,56.47589
1059916,27.29966,56.47593
1059917,27.29986,56.47599
1059918,27.30003,56.47606
1059919,27.30019,56.47614
1059920,27.30032,56.47622
1059921,27.30042,56.4763
1062682,24.31962,57.07576
1062683,24.31956,57.07577
1062684,24.31952,57.07579
1063067,23.11289,56.94916
1063068,23.11291,56.94927
1063069,23.11296,56.94938
1063070,23.11303,56.94948
1064021,25.31793,57.31216
1065859,24.19116,56.96386
1067004,22.47317,56.6825
1067005,22.47303,56.68252
1072091,24.27281,56.8134
1072092,24.27271,56.81341
1072093,24.27259,56.81343
1072094,24.27246,56.81346
1072733,21.98708,56.95697
1072734,21.98698,56.95704
1072735,21.98688,56.95714
1072736,21.98681,56.95726
1074810,23.72938,56.64114
1074811,23.72937,56.64119
1074812,23.72935,56.64123
1074813,23.72931,56.64127
1074814,23.72925,56.64131
1078236,27.73748,56.53024
1078237,27.73756,56.53028
1078238,27.73763,56.53034
1078239,27.73767,56.5304
1078240,27.73768,56.53046
1078973,23.92738,56.95252
1078974,23.92714,56.9523
1078975,23.92695,56.95213
1078976,23.92677,56.95199
1078977,23.92661,56.95189
1078978,23.92642,56.9518
1078979,23.9262,56.95173
1078980,23.92595,56.95168
1078981,23.92571,56.95165
1078982,23.92546,56.95164
1078983,23.92522,56.95165
1078984,23.92506,56.95167
1078985,23.9249,56.9517
1078986,23.92471,56.95175
1078987,23.92447,56.95184
1078988,23.92431,56.95192
1078989,23.92416,56.95202
1078990,23.92406,56.95211
1078991,23.92395,56.95224
1078992,23.92389,56.95236
1078993,23.92386,56.95247
1078994,23.92386,56.9526
1078995,23.9239,56.95273
1078996,23.92396,56.95285
1078997,23.92404,56.95295
1078998,23.92414,56.95304
1078999,23.92427,56.95313
1079000,23.92444,56.95322
1079001,23.92465,56.9533
1079002,23.92485,56.95335
1079003,23.92508,56.95339
1079004,23.92532,56.95341
1079005,23.92554,56.95341
1079006,23.92577,56.9534
1079007,23.92611,56.95337
1079008,23.9265,56.95333
1079009,23.92702,56.95326
1081447,26.24047,56.84035
1081473,21.01112,56.51197
1082188,25.42587,57.53402
1082189,25.42582,57.53409
1082190,25.42566,57.53427
1082191,25.42561,57.53432
1082192,25.42556,57.53437
1082193,25.4255,57.53441
1082194,25.42545,57.53443
1083456,22.47756,56.66334
1083457,22.47757,56.66337
1083458,22.47757,56.6634
